product_code,liking,liking_free_text,meets_expectation,meets_expectation_free_text,product_improvement_free_text,liking_free_text_no_punc_tokenized_no_stop_lemm,meets_expectation_free_text_no_punc_tokenized_no_stop_lemm,product_improvement_free_text_no_punc_tokenized_no_stop_lemm,like_compound,meets_expectation_compound,prod_improve_compound
BBQ - Control (Texas BBQ),6,I liked the texture a lot. It was crunchy but not crumbly. The barbeque flavor was pleasant but weaker than I had hoped. The same for the smoky flavor. The aftertaste was present but not bad.,2,I expected something much more flavorful and not as bland. Other snack bars typically border on being almost too strong but this ones flavor definitely needed to be boosted a bit.,I would increase the amount of barbeque flavor and smoky flavor. This product did not have as strong of a peanut flavor so the barbeque flavor wasnt overpowered it was simply too weak. I otherwise really enjoyed this product but would not buy it due to the weakness of the flavor.,"['liked', 'texture', 'lot', 'crunchy', 'crumbly', 'barbeque', 'flavor', 'pleasant', 'weaker', 'hop', 'smoky', 'flavor', 'aftertaste', 'present', 'bad']","['expect', 'something', 'much', 'flavorful', 'bland', 'snack', 'bar', 'typically', 'border', 'almost', 'strong', 'one', 'flavor', 'definitely', 'need', 'boost', 'bit']","['would', 'increase', 'amount', 'barbeque', 'flavor', 'smoky', 'flavor', 'product', 'strong', 'peanut', 'flavor', 'barbeque', 'flavor', 'wasnt', 'overpower', 'simply', 'weak', 'otherwise', 'really', 'enjoyed', 'product', 'would', 'buy', 'due', 'weakness', 'flavor']",0.8649,0.8321,-0.5506
BBQ - Test 13,4,I like the barbeque flavors of this product and I enjoy the texture of this product.,2,I expected a bar that really accentuated the barbeque and smoky flavors and this bar did not do that for me at all.,The barbeque flavor is good but is very minimal. The smoky flavor of the previous bar is also not very strong. The peanut taste almost overpowers the barbeque flavors and makes the bar taste somewhat bland. The aftertaste is ok but this one seems to have something slightly spicier in it that I did not care for.,"['like', 'barbeque', 'flavor', 'product', 'enjoy', 'texture', 'product']","['expect', 'bar', 'really', 'accentuate', 'barbeque', 'smoky', 'flavor', 'bar']","['barbeque', 'flavor', 'good', 'minimal', 'smoky', 'flavor', 'previous', 'bar', 'also', 'strong', 'peanut', 'taste', 'almost', 'overpowers', 'barbeque', 'flavor', 'make', 'bar', 'taste', 'somewhat', 'bland', 'aftertaste', 'ok', 'one', 'seem', 'something', 'slightly', 'spicy', 'care']",0.6908,0,-0.5529
BBQ - Test 14,8,I like that the smoky flavor and the barbeque flavor really stand out against the peanut taste. The peanut taste is faint and does not overpower or hinder the barbeque flavor at all. The texture is nice and there is little to no aftertaste.,5,The moment I took a bite I was able to immediately notice the barbeque flavors and the smoky flavors in the bar. It did not taste bland or strange in any way.,There is not much that I can think of to change this product for the better. The physical appearance of the bar is fairly normal and boring when compared to the sweeter bars with chocolate and such in them but it is to be expected given the flavor of this bar and dont feel like it detracts from the enjoyment.,"['like', 'smoky', 'flavor', 'barbeque', 'flavor', 'really', 'stand', 'peanut', 'taste', 'peanut', 'taste', 'faint', 'overpower', 'hinder', 'barbeque', 'flavor', 'texture', 'nice', 'little', 'aftertaste']","['moment', 'take', 'bite', 'able', 'immediately', 'notice', 'barbeque', 'flavor', 'smoky', 'flavor', 'bar', 'taste', 'bland', 'strange', 'way']","['much', 'think', 'change', 'product', 'well', 'physical', 'appearance', 'bar', 'fairly', 'normal', 'boring', 'compare', 'sweeter', 'bar', 'chocolate', 'expect', 'give', 'flavor', 'bar', 'dont', 'feel', 'like', 'detracts', 'enjoyment']",0.5233,-0.2023,0.5477
BBQ - Control (Texas BBQ),9,"It tastes like Lay's BBQ chips, but in a form of a delicious nut bar with better, crunchier texture of a nut bar.",5,"A savory nut bar is a new concept to me, and I had preconceived notions that BBQ-flavored nut bars wouldn't be tasty. This was a pleasant surprise.",Nothing - both flavor and texture were excellent.,"['taste', 'like', 'lay', 'bbq', 'chip', 'form', 'delicious', 'nut', 'bar', 'well', 'crunchier', 'texture', 'nut', 'bar']","['savory', 'nut', 'bar', 'new', 'concept', 'preconceive', 'notion', 'bbqflavored', 'nut', 'bar', 'wouldnt', 'tasty', 'pleasant', 'surprise']","['nothing', 'flavor', 'texture', 'excellent']",0.8922,0.6597,0.5719
BBQ - Test 13,7,"I like its savory taste and texture, though the taste doesn't stand out like the other bars.",4,"This is in line with the other bars: I didn't expect a savory taste to go so well with a nut bar, but it does.","I'm unsure how I'd change it to make this product better. It's a good product on its own, just doesn't stand out as much to me.","['like', 'savory', 'taste', 'texture', 'though', 'taste', 'doesnt', 'stand', 'like', 'bar']","['line', 'bar', 'didnt', 'expect', 'savory', 'taste', 'go', 'well', 'nut', 'bar']","['im', 'unsure', 'id', 'change', 'make', 'product', 'well', 'good', 'product', 'doesnt', 'stand', 'much']",0.6124,0.2193,0.5859
BBQ - Test 14,9,The flavor and the texture make this a perfect savory snack for me.,5,I didn't expect the taste to compliment the composition and the texture of the nut bar so well.,Nothing. It's delicious.,"['flavor', 'texture', 'make', 'perfect', 'savory', 'snack']","['didnt', 'expect', 'taste', 'compliment', 'composition', 'texture', 'nut', 'bar', 'well']","['nothing', 'delicious']",0.657,0.7042,-0.4585
BBQ - Control (Texas BBQ),7,I like the smokey flavor.,4,I didn't think they could make a bar that was savory and make me want to keep eating it.,"I don't like the texture very much, it seems very brittle and kind of hard to bite.","['like', 'smokey', 'flavor']","['didnt', 'think', 'could', 'make', 'bar', 'savory', 'make', 'want', 'keep', 'eating']","['dont', 'like', 'texture', 'much', 'seem', 'brittle', 'kind', 'hard', 'bite']",0.3612,0.0772,-0.422
BBQ - Test 13,7,The look of it.,3,"It tastes how I think it would. Not great, but not bad.",It is too dense and lacks as much flavor.,['look'],"['taste', 'think', 'would', 'great', 'bad']","['dense', 'lack', 'much', 'flavor']",0,0.3875,0
BBQ - Test 14,8,I like the light crisp crunch and the tang of flavor.,5,I like how the flavor snapped and it was crispy yet crunchy.,I wouldn't really change anything.,"['like', 'light', 'crisp', 'crunch', 'tang', 'flavor']","['like', 'flavor', 'snap', 'crispy', 'yet', 'crunchy']","['wouldnt', 'really', 'change', 'anything']",0.3612,0.3612,0
BBQ - Control (Texas BBQ),4,I do not like the barbeque flavoring.  It does not go well with the nutty crunchiness of the bar.,2,"I like BBQ chips so I thought I'd like this, however I don't.  The flavor is too strong and doesn't fit in this combination with nuts.",Make the flavoring much less noticeable.,"['like', 'barbeque', 'flavor', 'go', 'well', 'nutty', 'crunchiness', 'bar']","['like', 'bbq', 'chip', 'think', 'id', 'like', 'however', 'dont', 'flavor', 'strong', 'doesnt', 'fit', 'combination', 'nut']","['make', 'flavor', 'much', 'less', 'noticeable']",-0.4449,0.598,0
BBQ - Test 13,3,The barbecue taste is a little too tangy.,3,The other samples tasted very similar so I expected this bar to taste this way.,Reduce the flavor.,"['barbecue', 'taste', 'little', 'tangy']","['sample', 'taste', 'similar', 'expect', 'bar', 'taste', 'way']","['reduce', 'flavor']",0,0,0
BBQ - Test 14,4,I'm not a fan of the Barbeque flavor.  It's a bit too strong and doesn't go well with nuts.,3,The previous sample had a nearly identical taste so I expected the same with this bar.,Reduce the flavoring.,"['im', 'fan', 'barbeque', 'flavor', 'bit', 'strong', 'doesnt', 'go', 'well', 'nuts']","['previous', 'sample', 'nearly', 'identical', 'taste', 'expect', 'bar']","['reduce', 'flavoring']",-0.1965,0,0
BBQ - Control (Texas BBQ),3,Too salty and smoky,2,I underestimated how much the BBQ would throw off the balance. When partaking in a Nature Valley Bar you do t expect to receive a taste liking to Barbecue chips,Decrease the BBQ flavoring  Add an additional element like another nut,"['salty', 'smoky']","['underestimated', 'much', 'bbq', 'would', 'throw', 'balance', 'partake', 'nature', 'valley', 'bar', 'expect', 'receive', 'taste', 'like', 'barbecue', 'chip']","['decrease', 'bbq', 'flavor', 'add', 'additional', 'element', 'like', 'another', 'nut']",0,0.1531,0.3612
BBQ - Test 13,7,This is a better combination of the ingredients and the best one so far,3,This meet my expectations exactly,Something to add to the texture   An additional ingredient or nut,"['good', 'combination', 'ingredient', 'best', 'one', 'far']","['meet', 'expectation', 'exactly']","['something', 'add', 'texture', 'additional', 'ingredient', 'nut']",0.7964,0,0
BBQ - Test 14,4,Still too much BBQ flavor. It is better and not as salty but still over powers everything else.,3,This taste is closer to what I was expecting when thinking of a bbq crunch bar,Mute the BBQ flavor just a smidge,"['still', 'much', 'bbq', 'flavor', 'well', 'salty', 'still', 'power', 'everything', 'else']","['taste', 'closer', 'expect', 'think', 'bbq', 'crunch', 'bar']","['mute', 'bbq', 'flavor', 'smidge']",0.2382,0,0
BBQ - Control (Texas BBQ),6,crunchy and nutty  peanuts are good,3,"I tasted BBQ, nuts and seeds",tastes a little too spicy BBQ,"['crunchy', 'nutty', 'peanut', 'good']","['taste', 'bbq', 'nut', 'seed']","['taste', 'little', 'spicy', 'bbq']",0.4404,-0.3182,0
BBQ - Test 13,7,crunchy and salty.   has a nutty taste.,3,it was satisfying.  a nice texture and salty taste,make it more nutty,"['crunchy', 'salty', 'nutty', 'taste']","['satisfy', 'nice', 'texture', 'salty', 'taste']","['make', 'nutty']",0,0.7003,0
BBQ - Test 14,7,"It is crunchy, nutty and salty.   a nice touch of BBQ flavor",3,expected it to have nuts and a bbq flavor and it did,its good as is,"['crunchy', 'nutty', 'salty', 'nice', 'touch', 'bbq', 'flavor']","['expect', 'nut', 'bbq', 'flavor']",['good'],0.4215,-0.3182,0.4404
BBQ - Control (Texas BBQ),3,Its perfect crunchy level. Not too crunchy,4,I wasnt expecting it to taste good because of the odd combination.,"Perhaps try a different style of bbq, like hickory style","['perfect', 'crunchy', 'level', 'crunchy']","['wasn\x92t', 'expect', 'taste', 'good', 'odd', 'combination']","['perhaps', 'try', 'different', 'style', 'bbq', 'like', 'hickory', 'style']",0.5719,0.1531,0.3612
BBQ - Test 13,3,Again. Just an odd flavor that isnt for me,4,"Its just a odd, unique flavor. I wasnt expecting it to be delicious",Perhaps try a different BBQ type besides smoky,"['odd', 'flavor', 'isn\x92t']","['it\x92s', 'odd', 'unique', 'flavor', 'wasn\x92t', 'expect', 'delicious']","['perhaps', 'try', 'different', 'bbq', 'type', 'besides', 'smoky']",-0.3182,0.34,0
BBQ - Test 14,3,"Its consistent with other nature valley bars. A crunchy but fresh taste, despite not loving the flavor",4,Didnt have high expectations for a smoky barbecue flavor but its Nature Valley quality,"Try something besides smoky, maybe honey bbq","['consistent', 'nature', 'valley', 'bar', 'crunchy', 'fresh', 'taste', 'despite', 'love', 'flavor']","['didn\x92t', 'high', 'expectation', 'smoky', 'barbecue', 'flavor', 'nature', 'valley', 'quality']","['try', 'something', 'besides', 'smoky', 'maybe', 'honey', 'bbq']",0.7455,0,0
BBQ - Control (Texas BBQ),3,the nuts and seeds and seems somewhat healthy. It has a good crunch,2,It is not like a bbq chip and the flavor just didn't seem to go well with the mouth feel,I'm not a fan of the bbq flavor. it kind of clashes for what I like it a bar,"['nut', 'seed', 'seem', 'somewhat', 'healthy', 'good', 'crunch']","['like', 'bbq', 'chip', 'flavor', 'didnt', 'seem', 'go', 'well', 'mouth', 'feel']","['im', 'fan', 'bbq', 'flavor', 'kind', 'clash', 'like', 'bar']",0.4601,-0.0026,0.1376
BBQ - Test 13,6,the taste is the best of the 3. the crunch and contents are good,3,it was ok. had a decent bbq flavor and wasn't overpowering,not a fan of the bbq flavor. it is confusing taste with the texture. The cheese may be better,"['taste', 'best', '3', 'crunch', 'content', 'good']","['ok', 'decent', 'bbq', 'flavor', 'wasnt', 'overpower']","['fan', 'bbq', 'flavor', 'confuse', 'taste', 'texture', 'cheese', 'may', 'better']",0.7964,0.296,0.0098
BBQ - Test 14,5,"good crunch, has some healthy ingredients",2,it just wasn't a good flavor or taste to me. It was a conflicting taste mixture and texture,not a fan of the bbq flavor but it was better than the first one,"['good', 'crunch', 'healthy', 'ingredient']","['wasnt', 'good', 'flavor', 'taste', 'conflict', 'taste', 'mixture', 'texture']","['fan', 'bbq', 'flavor', 'well', 'first', 'one']",0.6808,-0.6256,0.5218
BBQ - Control (Texas BBQ),3,It has a nice crunch. I like the smokey taste,2,I can taste the bbq flavor but I think the savoriness needs to be ramped up with a touch more salt. It's almost too sweet to be savory,I think it needs a tad more salt.,"['nice', 'crunch', 'like', 'smokey', 'taste']","['taste', 'bbq', 'flavor', 'think', 'savoriness', 'need', 'ramp', 'touch', 'salt', 'almost', 'sweet', 'savory']","['think', 'need', 'tad', 'salt']",0.6486,0.5548,0
BBQ - Test 13,4,"The crunch is firm, the smokiness is nice. The flavors from the nuts comes through",2,"It does taste like bbq and leans more towards savory, but I think the bbq flavor could be more obvious and be more savory.",The bbq flavor is a bit muddled. There needs to be more smoke and a tad more salt.,"['crunch', 'firm', 'smokiness', 'nice', 'flavor', 'nut', 'come']","['taste', 'like', 'bbq', 'lean', 'towards', 'savory', 'think', 'bbq', 'flavor', 'could', 'obvious', 'savory']","['bbq', 'flavor', 'bit', 'muddle', 'need', 'smoke', 'tad', 'salt']",0.128,0.1901,0
BBQ - Test 14,7,"The bbq flavor is very clear and obvious. I wish there was a tad bit more salt but the bbq flavor is very obvious, which I love. Less sweetness, which helps this bar taste more savory",3,"It actually fell below my expectations every so slightly, but it's close enough to being acceptable. The bbq flavor is clear, it's clearly a savory snack, and the crunch is firm and delicious.","It just needs a tiny bit more salt. A little tartness would brighten up the flavor, too.","['bbq', 'flavor', 'clear', 'obvious', 'wish', 'tad', 'bit', 'salt', 'bbq', 'flavor', 'obvious', 'love', 'less', 'sweetness', 'help', 'bar', 'taste', 'savory']","['actually', 'fell', 'expectation', 'every', 'slightly', 'close', 'enough', 'acceptable', 'bbq', 'flavor', 'clear', 'clearly', 'savory', 'snack', 'crunch', 'firm', 'delicious']","['need', 'tiny', 'bit', 'salt', 'little', 'tartness', 'would', 'brighten', 'flavor']",0.9506,0.9428,0.3892
BBQ - Control (Texas BBQ),9,"I've never had a BBQ style nature valley bar. It's completely unique compared to other products of this type. I'm surprised how well it worked. The prominent ingredients I sense are the roasted peanuts, the sunflower seeds, and almonds, and I love those. The BBQ flavor and aftertaste I wonderful and really set it apart.",5,"I had no idea what I BBQ flavor Nature valley bar would taste like, because I normally buy their basic flavors. I wasn't sure if it would work, but it really does!",Nothing really. I already want to buy a box.,"['ive', 'never', 'bbq', 'style', 'nature', 'valley', 'bar', 'completely', 'unique', 'compare', 'product', 'type', 'im', 'surprise', 'well', 'work', 'prominent', 'ingredient', 'sense', 'roast', 'peanut', 'sunflower', 'seed', 'almond', 'love', 'bbq', 'flavor', 'aftertaste', 'wonderful', 'really', 'set', 'apart']","['idea', 'bbq', 'flavor', 'nature', 'valley', 'bar', 'would', 'taste', 'like', 'normally', 'buy', 'basic', 'flavor', 'wasnt', 'sure', 'would', 'work', 'really']","['nothing', 'really', 'already', 'want', 'buy', 'box']",0.9217,-0.1588,-0.1098
